CpG_ID,CHR,MAPINFO,Probe_SNPs,Probe_SNPs_10,Methyl27_Loci,UCSC_RefGene_Name,UCSC_RefGene_Group,UCSC_CpG_Islands_Name,Relation_to_UCSC_CpG_Island,R_laml_age,R_hannum_age,Mean_laml,Variance_laml,Mean_hannum,Variance_hannum,R_weidner_i0,R_horvath_i0,R_hannum_i0,R_inters_i0
cg24834436,1,54941132,,,NA,,,chr1:54940346-54940753,S_Shore,-0.0768248474074399,0.0214532541819655,0.542629887780157,0.100248385131371,0.257892635868902,0.00381354035976613,0.104114260825975,-0.0334507114593648,0.0151134267153711,0.179341997674352
cg24873592,1,32042092,,,NA,TINAGL1;TINAGL1,5'UTR;1stExon,,,-0.0375908005510001,-0.102408282604224,0.450771764827049,0.131041120911873,0.0521005837240854,0.000917740647020573,0.272478048099008,0.068825218902672,0.131540474908885,0.193279451705818
cg24932457,1,175568559,,,NA,TNR,5'UTR,chr1:175568376-175568808,Island,0.0810739420311605,0.114948758218407,0.662895473629594,0.106283077802772,0.180753637698171,0.00650701653439599,0.48352035764033,0.222986937745765,0.263890406906271,0.241383390926685
cg24998527,1,42611607,,,NA,,,chr1:42611485-42611691,Island,0.0894997922716589,-0.069853889394664,0.524950617312727,0.111004718213892,0.540146810670732,0.0245701412960062,0.0912763535807176,0.00105106153928332,-0.041596232942849,-0.0475492351246852
cg25140783,1,24861872,,,NA,RCAN3,3'UTR,chr1:24861702-24861920,Island,0.180906703817265,0.217698252458887,0.451174540682127,0.138778693029214,0.632149080823171,0.00932326814441314,-0.186361675288549,-0.17223685454015,-0.206447716057245,-0.101159126115058
cg25191850,1,233749633,,,NA,KCNK1,TSS200,chr1:233749373-233750314,Island,-0.160572866592975,0.177739909122938,0.384204564548405,0.100809149548209,0.104798395935976,0.00370796824707538,0.357583626778648,0.339938284033151,0.420860982935658,0.2895415678814
cg25203031,1,66999813,,,NA,SGIP1,TSS200,chr1:66998728-66999060,S_Shore,-0.229502897833611,-0.00261175911061443,0.380464245200043,0.108804182848742,0.0434699935213415,0.00051875731279613,0.219949624650228,0.0354936661010054,0.0904825103852933,0.149580273900556
cg25210835,1,110254828,,,NA,GSTM5,TSS200,,,-0.265913257316771,-0.160609462475458,0.616293560763935,0.109693272692531,0.318882384039634,0.027400360122443,0.123345646394629,0.0362053309118103,0.0783250401646855,0.194055215656626
cg25283465,1,111323341,rs527288,,NA,,,chr1:111323223-111323433,Island,-0.0840595701358913,-0.20881002715679,0.519879424340668,0.104258380006647,0.282471985320122,0.00722971131105412,0.23543860658331,0.0938666162639241,0.0770019681723116,0.146452564581938
cg25363807,1,44703923,,,NA,ERI3,Body,,,-0.123050294878069,0.088234590845,0.330692026155845,0.131924900434579,0.116203859041159,0.00255600703527165,0.0469312536723466,0.0163033697246613,-0.104464340744454,0.030180011751509
cg25464921,1,169429698,,,NA,,,,,-0.200929812125368,-0.0226500633025498,0.446027445344924,0.10350441359465,0.156450498109756,0.00546427108773249,0.264155021304746,0.0634852674700973,0.0371635308764736,0.187665024468614
cg25607920,1,42384365,,,NA,HIVEP3;HIVEP3;HIVEP3;HIVEP3,1stExon;1stExon;5'UTR;5'UTR,chr1:42383640-42384003,S_Shore,-0.257502203691329,-0.363621674807646,0.619563845087378,0.128667047569574,0.379546846935976,0.0182952659873505,0.0325582542023971,-0.158713579567166,0.0579398700759739,0.171801309101667
cg25851313,1,16400665,,,NA,FAM131C,TSS1500,chr1:16399648-16400072,S_Shore,-0.114083546153839,-0.0594075757657295,0.377610424331609,0.105331085937871,0.244863503216463,0.00678503354178404,0.210536912475911,0.035403269877924,0.0446598431214638,0.0699247656888808
cg26038582,1,42384390,,,NA,HIVEP3;HIVEP3;HIVEP3;HIVEP3,1stExon;1stExon;5'UTR;5'UTR,chr1:42383640-42384003,S_Shore,-0.249198836542132,-0.340244737470673,0.653215548642993,0.12459216845273,0.436059836890244,0.0192552260989764,0.0148619608584354,-0.181822141322168,0.0354936661010054,0.176546289029597
cg26266618,1,208085043,rs76310454,,NA,CD34;CD34,TSS1500;TSS1500,chr1:208084098-208084513,S_Shore,-0.0419541579243236,-0.0397894388229632,0.41609299830225,0.117424866344339,0.204530060807927,0.00111306591885307,-0.187053617287045,-0.238194869603448,-0.158115320927137,0.171860477538593
cg26303165,1,228401758,,,NA,OBSCN;OBSCN,Body;Body,chr1:228399471-228402037,Island,-0.115412775406413,-0.0853338945357619,0.298467333562828,0.104135162051384,0.0910025510213415,0.00291069982136003,0.262746483792368,0.0997127865457549,0.0554400036158489,0.14522317594803
cg26354017,1,205819088,rs11540014,,NA,PM20D1,1stExon,chr1:205818898-205819191,Island,0.000845051126559254,0.151256744447845,0.573024792184142,0.105532518507281,0.433136518367378,0.0631318900750398,0.150295225846746,0.0964026412132817,0.140586671487799,0.0521216404449138
cg26363759,1,9377984,,,NA,SPSB1,5'UTR,,,0.143296996480359,-0.159748336458718,0.284839173349984,0.103435462319823,0.335875433734756,0.0162091720576741,0.070869817112005,0.100881363175044,-0.0885809025651983,0.128539320302581
cg26430305,1,207277581,,,NA,C4BPA,TSS200,,,-0.108940078353371,-0.307303003380412,0.51351897507377,0.108899508305384,0.55301217027439,0.00596602587581947,0.0565773524589827,0.0834809120157125,-0.0132446902491238,-0.0489972182616806
cg26677288,1,245679680,,,NA,KIF26B,Body,,,-0.00599591723455564,-0.0439793974837358,0.616634878247266,0.122507601665048,0.823134338871951,0.0024872582699134,0.00710267778266283,0.0141634445891697,-0.0317068861377392,-0.0407925283412704
cg26692749,1,24861919,,,NA,RCAN3,3'UTR,chr1:24861702-24861920,Island,0.166077207393988,0.176339776810133,0.446869709582537,0.120563422135076,0.655786868003049,0.00540316859642721,-0.179384730434354,-0.140276037193937,-0.200177505310778,-0.0840512300049718
cg26846424,1,3310103,,,NA,PRDM16;PRDM16,Body;Body,chr1:3310102-3311035,Island,-0.110338358476209,0.0570945724916145,0.302974781529437,0.101887126938291,0.0934102676829268,0.000752104151986832,0.147363101083522,-0.00478031663331594,0.080667124126341,0.0894897954990898
cg27166581,1,155044322,,,NA,,,chr1:155043412-155043922,S_Shore,0.0446159045661513,-0.089615058378131,0.587300551922861,0.100150761024059,0.411552917088415,0.00599569488600599,0.0308933201300062,0.0566989764682196,-0.0156426555123206,0.0352306952702231
cg27424995,1,27902555,,rs74457003,NA,AHDC1,5'UTR,chr1:27901660-27902688,Island,0.0471905155859797,-0.107516917128594,0.335797622148258,0.110663813384297,0.24712667554878,0.00657949045185808,0.0472353136954387,-0.0455703796230477,-0.123201012437699,0.0443557830983716
cg27439456,1,36915840,,,NA,OSCP1;OSCP1,Body;Body,chr1:36915796-36916324,Island,-0.0734380666278445,-0.189275955797528,0.585499394518428,0.109113914343546,0.148884963800305,0.00579522098267941,0.126481573551709,-0.0736326544029124,0.00410316674405131,0.14333142953409
cg00281776,2,209224225,,,NA,,,chr2:209224972-209225308,N_Shore,0.1934723181369,0.00148557313887434,0.486385038973766,0.107704713639724,0.865169080182927,0.00142550123278868,0.0836666351649526,0.0901784503622012,-0.0823846523648885,0.00869529487658861
cg00551609,2,74214662,,,NA,,,chr2:74211214-74212314,S_Shelf,-0.105674958630906,-0.186204076738374,0.382854807754277,0.102820061953331,0.208352506448171,0.00544310783033994,0.176597239628061,0.0888290812867491,0.0400134772550776,0.162820855230449
cg00782200,2,145280523,,,NA,,,chr2:145281736-145282269,N_Shore,-0.13622010431251,-0.222282038193676,0.421721850516619,0.116860204989325,0.323501677972561,0.00757066898228989,0.14179798087709,-0.00526681267026334,-0.0360541226841104,0.0643547147793716
cg00793935,2,234847769,,,NA,TRPM8,Body,chr2:234847647-234847857,Island,-0.155994136267163,-0.0716561581222928,0.319334397642794,0.117958599989515,0.121229385848171,0.0107174441206887,0.435906201591795,0.309614460108558,0.377674598250422,0.262079195309258
cg00839584,2,113542091,,,TRUE,IL1A;IL1A,1stExon;5'UTR,,,0.0267670766371814,-0.264991558613324,0.51255044901417,0.102299143600589,0.558535254878049,0.00642022074299369,0.0346850307963496,0.00311045185784783,-0.146515020154249,-0.0571657496928583
cg00910015,2,3826621,rs72437937,,NA,,,,,0.0431082938987294,0.00593227939913069,0.664778321218742,0.108435195388955,0.943003425,0.00225781791507614,0.0196052972186726,0.0646127549070768,-0.0506621523340716,0.0489199705801383
cg01454215,2,27530363,,,NA,UCN,3'UTR,chr2:27529083-27531465,Island,-0.112778977926359,0.160926735093683,0.549111365660744,0.112954432174891,0.0736644688765244,0.00173417705953409,0.265085280618639,0.0982483677318355,0.155262087413148,0.254375793535026
cg01749491,2,176948693,,,NA,EVX2,TSS200,chr2:176949511-176949795,N_Shore,-0.137360265706029,0.02817168925341,0.50268982024496,0.119459011896829,0.139213500509146,0.00408224314080334,0.194196562478171,0.112276217986383,0.075780797376866,0.215620467348473
cg01751245,2,65593761,,,NA,SPRED2;SPRED2;SPRED2,5'UTR;1stExon;Body,,,-0.11201448614844,-0.0645364266746455,0.414994573850751,0.103979210426551,0.658392761128049,0.00652206823286742,-0.0811799172463667,-0.0030496398532294,-0.159568234767209,0.0135043739445214
cg02296171,2,209224657,,,NA,,,chr2:209224972-209225308,N_Shore,0.1877443840417,-0.0550278998143485,0.329308800863655,0.116190521016383,0.485482742942073,0.00792948392029229,0.119726510335986,0.127679734399461,-0.0358667559671779,0.0146548713291943
cg03738707,2,128453335,,,NA,,,chr2:128453174-128453446,Island,0.00632390886830773,0.0314426008497134,0.478522316380419,0.117017730213668,0.403720746251524,0.0382124005017375,0.167989875623015,0.130554334293451,0.1310835630904,0.133142953408965
cg03832522,2,218898668,,,NA,,,chr2:218898490-218898835,Island,0.0375192835782271,-0.230039591812558,0.394755602205852,0.119106983178125,0.284226879573171,0.00657309921284411,0.178526788098926,0.0300846848253504,-0.0397981698873745,-0.023143898460388
cg03846641,2,109746751,,,NA,LOC100287216;SH3RF3,TSS200;Body,chr2:109744585-109746833,Island,-0.139805817361198,-0.308842911807354,0.507532659336008,0.103604630354395,0.582416328048781,0.0105963845301902,0.0491517136247653,0.0094924252073977,-0.0663779466087035,0.0410571427397452
cg03892838,2,238599734,rs10210312,,NA,LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1;LRRFIP1,TSS1500;TSS1500;TSS1500;TSS1500;Body,chr2:238599857-238601430,N_Shore,-0.0316787308017646,-0.107577187020893,0.300646631920384,0.102942797629068,0.262451928689024,0.00701014012508818,0.224244267030443,0.0495280906263225,-0.0310724690084767,0.114472024423416
cg04037038,2,183732062,,,NA,FRZB,TSS1500,chr2:183731819-183732093,Island,-0.225733049130886,0.110419247275519,0.401644887836925,0.106077958513306,0.105706154571646,0.00483976870099004,0.453855604360385,0.378928640399716,0.363536628960484,0.32741429821714
cg04100532,2,210636560,,,NA,UNC80;UNC80,TSS200;TSS200,chr2:210636344-210636935,Island,-0.164272842391266,0.203301890481206,0.320989446514665,0.105765920256347,0.114320580259146,0.0037366009382017,0.496851335193304,0.543985569475661,0.427433610137525,0.310142045337815
cg04131969,2,33951647,,rs3217586,NA,MYADML,Body,chr2:33952422-33952684,N_Shore,-0.0612620965046969,0.0326164287521055,0.485217184941683,0.104684964099373,0.467368514512195,0.0995738868509671,0.0327669872993306,-0.0411639746397505,-0.021702489594162,0.0901915989037403
cg04255230,2,74727010,rs11688235,,NA,LBX2,Body,chr2:74725039-74727038,Island,-0.22415720962737,-0.113549211740875,0.594055456055068,0.105110715711605,0.370071265365854,0.0178523683776161,0.161908675161172,0.0053374860810361,0.0780686436046727,0.225744844333595
cg04319873,2,164205343,,,NA,,,chr2:164204740-164205039,S_Shore,0.0972096507502574,0.254398131173205,0.564880292337063,0.111447670516962,0.296305895868902,0.010703870471047,0.24237774938058,0.114956876892671,0.138141042761522,0.149974730146729
cg04592413,2,8379999,,,NA,,,,,-0.0157559289326471,-0.030835182379603,0.463330645114199,0.10676925871709,0.191243574908537,0.00553253325879709,0.110954789561702,0.00875610688120704,-0.0040407111717405,-0.057379413492869
cg05301188,2,10184457,,,NA,KLF11,Body,chr2:10182635-10184702,Island,-0.210082340571974,0.270871922994115,0.378960701960154,0.103749278986342,0.0927955604908537,0.00389694041300367,0.130380116118057,-0.0217945293849359,0.0151841001261438,0.0919748698499833
cg05507490,2,242808479,,,NA,,,chr2:242808405-242808618,Island,0.0118019445758864,-0.199775410857031,0.468110364496055,0.105842829580238,0.302460526432927,0.0108667491730252,0.25883479268448,0.169150234413842,0.0932584962177398,0.102370435504349
cg05602862,2,14775046,,,NA,FAM84A,3'UTR,chr2:14772377-14775809,Island,-0.336478314521148,0.100782846199287,0.365823368432323,0.102880483558907,0.117338533504573,0.00443900271110285,0.401318963073143,0.376918557111923,0.358936282989485,0.4332271862532
cg05714155,2,172974735,,,NA,,,chr2:172972804-172973242,S_Shore,-0.149097269582501,-0.0530719451614537,0.582608447183692,0.102530727012044,0.258282281280488,0.00852144087507074,0.147737834517387,0.0381858299811401,0.0733351686505898,0.14865494528974
cg05877497,2,66667946,,,NA,MEIS1,Body,,,-0.125120176917637,0.182835383054461,0.316720870229716,0.108311038733682,0.156699267606707,0.0015882544341836,0.0883179317344159,0.0237980384019591,-0.0341475841609381,-0.120127540852929
cg06022561,2,242702553,,,NA,D2HGDH,Body,,,0.0710854048338633,0.161162117191578,0.60438777403886,0.120261452698086,0.644097177286585,0.00875535249226029,0.238633702177316,0.0791353190370337,0.144261688847982,0.175017771075674
cg06202737,2,128166279,,,NA,,,chr2:128165848-128166198,S_Shore,0.0481013294461233,-0.34394726470618,0.382225016374585,0.101367502579415,0.41462424527439,0.00644067958786386,0.241802500688244,0.111796296220205,-0.083309980975704,0.0737378427352253
cg07263979,2,241585888,,,NA,,,chr2:241586657-241587099,N_Shore,0.178491567426379,-0.132486340212419,0.311476830406559,0.111224582468846,0.444738733993902,0.0133514834732435,0.0831341192326182,0.0835055655310983,-0.0542648527157902,-0.0109568440213171
cg07316846,2,105484694,,,NA,,,chr2:105483753-105484426,S_Shore,-0.226914312232895,0.181663893666409,0.500661083752674,0.100660325588603,0.158568416082317,0.00339980488853619,0.109307934733927,0.00552320923027616,-0.0088596516458276,0.0728503161813348
cg07588875,2,65571948,rs61748095,,NA,SPRED2;SPRED2,Body;Body,,,0.186912485461858,0.0128195655361271,0.602879343948334,0.105619421862609,0.807153631631098,0.00288021068814692,0.141456118797073,0.0765204028384414,0.0447469522091604,0.000419931545405612
cg08482837,2,86038423,,,NA,,,chr2:86038311-86038666,Island,0.218401326370398,-0.0655140532239419,0.509792516746691,0.113018781842091,0.666748074390244,0.00778923042809559,0.157970686970206,0.0639520406947361,-0.115042342412675,0.0085342252427344
cg08901662,2,131595321,,,NA,,,chr2:131594139-131595302,S_Shore,-0.114650749731004,0.128077517868677,0.431225103270857,0.103878602252489,0.149974343003049,0.0060349027967873,0.272865930074412,0.169201185012306,0.171894992460133,0.198210154782987
cg09550083,2,66672337,,,NA,MEIS1,Body,chr2:66672431-66673636,N_Shore,-0.0867278930510774,-0.0630589320556407,0.373806484216217,0.106856848023994,0.249737939939024,0.00351192884214585,0.0879004655405489,0.091121858217633,0.0416586885151599,-0.0894503498744725
cg09734418,2,9549336,,,NA,ITGB1BP1;ITGB1BP1,Body;Body,,,0.0730130749620554,0.174075499671167,0.452084136173127,0.120015596964447,0.904873138719512,0.00224573396406906,0.230614735406146,0.230856339856927,0.0176247981493428,-0.0682023067472563
cg11274314,2,242480504,rs6706437,,NA,,,chr2:242480444-242481818,Island,-0.0646011993024437,0.170588562198554,0.454469081449743,0.103371265125621,0.307663392042683,0.00756511602696536,0.339164163650035,0.18716044918705,0.219970991030229,0.224987159627403
cg11809107,2,3826782,,,NA,,,,,0.0879593002374449,0.10651339797971,0.452772285578503,0.101221353010815,0.663721113109756,0.00313252929235635,0.0574928196636439,0.0476889383785383,-0.0289818509037568,0.0649562605547863
cg11908131,2,106685045,,,NA,C2orf40,Body,chr2:106681982-106682403,S_Shelf,0.107730044055418,-0.207339548080804,0.458935380710751,0.108839849450501,0.425857583384146,0.0143944785166399,0.177631043706574,0.156961536407079,0.0475623836662243,-0.121900950393018
cg12162377,2,232261007,,,NA,B3GNT7,Body,chr2:232260100-232261134,Island,-0.0839921633339673,-0.00786171325703827,0.443730372351967,0.121613708908284,0.160296558841463,0.00346726408371836,0.230820181367695,-0.0251654867220275,0.0825391477279731,0.097411791776409
cg12336777,2,145210222,,,NA,ZEB2;ZEB2,Body;Body,,,0.00727089223192277,-0.153386769604494,0.488490585329283,0.120542435998433,0.18564931632622,0.00444148085530417,0.000406783003866493,-0.078377634330842,-0.0676648601118448,0.153077785949962
cg12499316,2,106242236,rs5833142,,NA,,,,,0.328405938973666,0.246773724057134,0.503144495857028,0.107531406085688,0.820577223018293,0.00219430201345371,0.081189778652521,0.0597231410222169,-0.0522629872664593,-0.0962711557978905
cg12606911,2,87036626,,,NA,CD8A,TSS1500,chr2:87036600-87037001,Island,-0.046128447438592,-0.0114253432868348,0.499266506711223,0.10239200848471,0.223618537911585,0.0126091265027712,0.307336475286905,0.229692693930715,0.19245602429193,0.0815793041956174
cg13467628,2,365559,,,NA,,,,,0.141114495759528,-0.202599613365791,0.471276062303554,0.108274546511522,0.523711410213415,0.00860431411415756,0.148194746335871,0.219773762907143,0.0782280696708345,0.0180455514785946
cg14118515,2,176948728,,,NA,EVX2,TSS200,chr2:176949511-176949795,N_Shore,-0.0998689312895757,0.102817141082559,0.61977305306776,0.101685189847941,0.139028382439024,0.00659282905040607,0.269485111331167,0.176056505857264,0.185862030710062,0.173275589321741
cg14157435,2,206628692,,,NA,NRP2;NRP2;NRP2;NRP2;NRP2,Body;Body;Body;Body;Body,,,0.0567984509626573,-0.109042457587668,0.473789195765207,0.101132251463856,0.615537119161585,0.0174241046896776,0.0164726571969775,0.0852477472850316,-0.011837796304438,0.00544267441334906
cg14414903,2,240171712,rs77220289,,NA,HDAC4,Body,,,0.0217485580305235,-0.14434269295127,0.437707734093308,0.101308521907552,0.33847768902439,0.0079077251371168,0.108060466855403,0.0657994107809823,-0.0545179621404182,0.0616050260300033
cg14839087,2,73928348,,,NA,NAT8B,1stExon,,,0.0219647530171822,-0.0840371064198981,0.332755919274387,0.103145881208796,0.27776322570122,0.00822260336110918,0.239075821886569,0.192548064082704,-0.0195576337555933,0.178952472131255
cg15149655,2,98703698,,,NA,VWA3B;VWA3B,1stExon;5'UTR,chr2:98703354-98703889,Island,-0.176334549764811,0.277922012247593,0.569029136066797,0.102911352976547,0.159859500152439,0.00383695261041943,0.323339893907705,0.0934146351485169,0.187237696868593,0.293085099826193
